"DOI","tax_group","latitude","longitude","N","region","code","site","Fst_out","Fst_out_signif"
"eva.13322","Bivalve",38.715637,-76.320025,"60","MD","HCS","Harris Creek","NA","NA"
"eva.13322","Bivalve",38.710212,-76.318738,"60","MD","HCW","Harris Creek","NA","NA"
"eva.13322","Bivalve",38.5368,-76.254303,"48","MD","LC","Little Choptank","NA","NA"
"eva.13322","Bivalve",38.57,-76.04,"48","MD","TB","States Bank","NA","NA"
"eva.13322","Bivalve",37.5322,-76.253,"50","VA","BR","Beverlys Rock","NA","NA"
"eva.13322","Bivalve",37.012,-76.468,"48","VA","JR","James River","NA","NA"
"eva.13322","Bivalve",37.78303,-75.94814,"50","VA","TS","Tangier Sound","NA","NA"
"eva.13322","Bivalve",37.612233,-75.66795,"50","VA","W","Wachapreague","NA","NA"
"eva.12979","Fish",49.0993,-67.3247,"NA","NA","ESTJ","Estuary J","NA","NA"
"eva.12979","Fish",NA,-62.4102,"NA","NA","ANTJ","Anticosti Island North","NA","NA"
"eva.12979","Fish",48.339722,-70.849,"NA","NA","SAGU","Saguenay","NA","NA"
"eva.12979","Fish",48.9548,-67.9288,"NA","NA","ESTU","Estuary U","NA","NA"
"eva.12979","Fish",49.7807,-62.5422,"NA","NA","NANT","Anticosti Island North","NA","NA"
"eva.12979","Fish",49.53333,-64.85,"NA","NA","GASP","Gaspé","NA","NA"
"eva.12979","Fish",49.9485,-59.516,"NA","NA","ESQU","Esquiman","NA","NA"
"eva.12979","Fish",53.218056,-53.60055,"NA","NA","NFLD","Labrador","NA","NA"
"eva.12979","Fish",47.04,-48,"NA","NA","NFLG","Newfoundland","NA","NA"
"s12864-018-4579-z","Fish",36.0155,-5.2157,"10","NA","20","Gibraltar","NA","NA"
"s12864-018-4579-z","Fish",38.1684,-0.1918,"9","NA","3","Santa pola","NA","NA"
"s12864-018-4579-z","Fish",36.599,-4.0531,"9","NA","4","Marbella","NA","NA"
"s12864-018-4579-z","Fish",36.8924,-1.9338,"9","NA","5","Aguilas","NA","NA"
"s12864-018-4579-z","Fish",39.8159,0.3926,"10","NA","45","Denia","NA","NA"
"s12864-018-4579-z","Fish",40.95,2.06,"10","NA","46","Torredembara","NA","NA"
"s12864-018-4579-z","Fish",39.8701,3.9435,"9","NA","100","Menorca","NA","NA"
"s12864-018-4579-z","Fish",39.48,3.53,"10","NA","24","East Mallorca","NA","NA"
"s12864-018-4579-z","Fish",38.8311,1.3928,"9","NA","68","Ibiza","NA","NA"
"s12864-018-4579-z","Fish",39.4056,2.5751,"9","NA","99","West Mallorca","NA","NA"
"s12864-018-4579-z","Fish",43.126,4.7681,"10","NA","48","Marseille","NA","NA"
"s12864-018-4579-z","Fish",41.2288,9.5491,"10","NA","14","Bonifacio","NA","NA"
"s12864-018-4579-z","Fish",40.3453,9.8254,"10","NA","16","Cala Gonone","NA","NA"
"s12864-018-4579-z","Fish",42.93,9.17,"17","NA","19_27","North Corsica","NA","NA"
"s12864-018-4579-z","Fish",41.01,8.16,"17","NA","13_15","East Sardinia","NA","NA"
"s12864-018-4579-z","Fish",39.1072,9.399,"9","NA","18","Cagliari","NA","NA"
"s12864-018-4579-z","Fish",39.335,15.7479,"9","NA","51","Tropea","NA","NA"
"s12864-018-4579-z","Fish",41.2109,13.0726,"16","NA","52_53","Capri","NA","NA"
"s12864-018-4579-z","Fish",37.278,7.2594,"10","NA","88","Annaba","NA","NA"
"s12864-018-4579-z","Fish",37.3368,9.0391,"10","NA","89","Bizerte","NA","NA"
"s12864-018-4579-z","Fish",35.6302,11.1504,"17","NA","90_92","Tunis","NA","NA"
"s12864-018-4579-z","Fish",33.3467,12.1275,"10","NA","91","Zarsis","NA","NA"
"s12864-018-4579-z","Fish",38.55,16.77,"11","NA","25_84","Crotone","NA","NA"
"s12864-018-4579-z","Fish",40.0263,17.2276,"9","NA","85","Gallipoli","NA","NA"
"s12864-018-4579-z","Fish",36.81,15.26,"15","NA","12_87","South Sicily","NA","NA"
"s12864-018-4579-z","Fish",37.78,12.32,"18","NA","11_86","West Sicily","NA","NA"
"s12864-018-4579-z","Fish",36.94,21.53,"11","NA","32_43","Kefalonia","NA","NA"
"s12864-018-4579-z","Fish",43.657,14.6014,"14","NA","80_82","Monfalcone","NA","NA"
"s12864-018-4579-z","Fish",40.6367,18.0343,"10","NA","83","Monopoli","NA","NA"
"s12864-018-4579-z","Fish",35.2844,25.7697,"17","NA","29_96","North Crete","NA","NA"
"s12864-018-4579-z","Fish",40.6046,24.4465,"9","NA","30","Keramoti","NA","NA"
"s12864-018-4579-z","Fish",40.047,22.8903,"10","NA","34","Pereas","NA","NA"
"s12864-018-4579-z","Fish",36.78,25.58,"9","NA","35","Naxos","NA","NA"
"s12864-018-4579-z","Fish",37.8249,24.1212,"12","NA","36_8","Galatas","NA","NA"
"s12864-018-4579-z","Fish",37.2232,24.6743,"10","NA","37","Sifnos","NA","NA"
"s12864-018-4579-z","Fish",39.1457,23.9894,"11","NA","38_39","Skyros","NA","NA"
"s12864-018-4579-z","Fish",36.3271,27.4313,"14","NA","40_41","Karpathos","NA","NA"
"s12864-018-4579-z","Fish",40.0641,23.5063,"18","NA","9","Pyrgadikia","NA","NA"
"s12864-018-4579-z","Fish",34.78,25.2167,"10","NA","95","South Crete","NA","NA"
"s12864-018-4579-z","Fish",38.57,26.19,"9","NA","6","Cesme","NA","NA"
"s12864-018-4579-z","Fish",39.6117,26.0826,"13","NA","33_69","Assos ","NA","NA"
"s12864-018-4579-z","Fish",35.94,33.2368,"18","NA","55_56","Gazipasha","NA","NA"
"s12864-018-4579-z","Fish",36.2235,35.6724,"10","NA","72","Samandag","NA","NA"
"s12864-018-4579-z","Fish",35.3433,34.4483,"10","NA","10","Kumyali","NA","NA"
"s12864-018-4579-z","Fish",34.78,32.3,"16","NA","93_94","West Cyprus","NA","NA"
"s12864-018-4579-z","Fish",33.765,35.12,"9","NA","73","Acre","NA","NA"
"s12864-018-4579-z","Fish",31.6697,34.0439,"9","NA","74","Jaffa","NA","NA"
"s12864-018-4579-z","Fish",NA,NA,NA,"NA","","","NA","NA"
"eva.13340","Bivalve",54.814,8.298,"22","NA","ASCE_17","Sylt","NA","NA"
"eva.13340","Bivalve",53.004,4.771,"21","NA","NTX_18","Texel","NA","NA"
"eva.13340","Bivalve",53.343,-3.174,"30","NA","WDE_17","Dee Estuary","NA","NA"
"eva.13340","Bivalve",53.343,-3.174,"30","NA","WDE_18","Dee Estuary","NA","NA"
"eva.13340","Bivalve",51.643,-4.166,"30","NA","WBY_17","Burry","NA","NA"
"eva.13340","Bivalve",51.643,-4.166,"30","NA","WBY_18","Burry","NA","NA"
"eva.13340","Bivalve",53.884,-6.341,"29","NA","IDA_18","Dundalk Bay-Annagassan","NA","NA"
"eva.13340","Bivalve",53.996,-6.287,"22","NA","IDC_18","Dundalk Bay-Cooley","NA","NA"
"eva.13340","Bivalve",50.201,1.627,"30","NA","FBS_17","Somme Bay","NA","NA"
"eva.13340","Bivalve",50.201,1.627,"31","NA","FBS_18","Somme Bay","NA","NA"
"eva.13340","Bivalve",44.58,-1.238,"30","NA","FAR_17","Archachon Bay","NA","NA"
"eva.13340","Bivalve",42.79,-8.923,"30","NA","SNO_17","Ría de Noia","NA","NA"
"eva.13340","Bivalve",42.79,-8.923,"30","NA","SNO_18","Ría de Noia","NA","NA"
"eva.13340","Bivalve",42.629,-8.775,"30","NA","SLO_17","Lombos do Ulla","NA","NA"
"eva.13340","Bivalve",42.629,-8.775,"32","NA","SLO_18","Lombos do Ulla","NA","NA"
"eva.13340","Bivalve",40.623,-8.739,"30","NA","PRA_17","Ria de Aveiro","NA","NA"
"eva.13340","Bivalve",38.767,-9.033,"8","NA","PTE_18","Tejo Estuary","NA","NA"
"eva.13340","Bivalve",38.45,-8.717,"20","NA","PSA_19","Sado Estuary","NA","NA"
"eva.13340","Bivalve",36.998,-7.83,"30","NA","PRF_17","Ria Formosa","NA","NA"
"eva.13340","Bivalve",36.998,-7.83,"30","NA","PRF_18","Ria Formosa","NA","NA"
"mec.13245","Crustacean",46.529,-63.6874,"31","North","MAL","Malpeque Bay, PEI","NA","NA"
"mec.13245","Crustacean",48.7208,-64.2789,"36","North","CAR","Caraquet, QC","NA","NA"
"mec.13245","Crustacean",47.379,-61.853,"38","North","MAG","Magdalene Islands, QC","NA","NA"
"mec.13245","Crustacean",48.7313,-64.3065,"32","North","GAS","Gaspé, QC","NA","NA"
"mec.13245","Crustacean",49.5218,-55.6107,"35","North","TRI","Triton, NF","NA","NA"
"mec.13245","Crustacean",47.6113,-57.5873,"32","North","BON","Bonavista, NF","NA","NA"
"mec.13245","Crustacean",46.9139,-60.4285,"35","North","DIN","Dingwall, NS","NA","NA"
"mec.13245","Crustacean",45.7516,-60.817,"32","North","BRA","Bras d'Or Lake, NS","NA","NA"
"mec.13245","Crustacean",45.3362,-60.9944,"35","North","CAN","Canso, NS","NA","NA"
"mec.13245","Crustacean",43.6792,-65.8784,"36","South","LOB","Lobster Bay, NS","NA","NA"
"mec.13245","Crustacean",44.6403,-66.7199,"33","South","SEA","Seal Cove, NB","NA","NA"
"mec.13245","Crustacean",43.8165,-69.6897,"35","South","BOO","Boothbay Harbour, US","NA","NA"
"mec.13245","Crustacean",42.4999,-70.8578,"34","South","MAR","Marblehead, US","NA","NA"
"mec.13245","Crustacean",41.5292,-70.8357,"36","South","BUZ","Buzzard's Bay, US","NA","NA"
"mec.13245","Crustacean",42.4588,-65.2083,"35","South","BRO","Browns Bank","NA","NA"
"mec.13245","Crustacean",42.1538,-66.0143,"36","South","OFF","Georges Basin","NA","NA"
"mec.13245","Crustacean",41.58,-71.4774,"35","South","RHO","Rhode Island, US","NA","NA"
"ece3.7625","Crustacean",12.156,120.094,"14","West","CRN","Coron, Palawan","NA","NA"
"ece3.7625","Crustacean",10.364,119.389,"13","West","ROX","Roxas, Palawan","NA","NA"
"ece3.7625","Crustacean",9.7384,118.687,"15","West","PPC","Puerto Princesa, Palawan","NA","NA"
"ece3.7625","Crustacean",8.65,117.52,"12","West","BAT","Bataraza, Palawan","NA","NA"
"ece3.7625","Crustacean",12.346,121.063,"22","East","MSJ","San Jose, Occidental Mindoro","NA","NA"
"ece3.7625","Crustacean",10.719,121.964,"13","East","ANT","Hamtic, Antique","NA","NA"
"ece3.7625","Crustacean",9.048,123.002,"15","East","NEG","Siaton, Negros Oriental","NA","NA"
"ece3.7625","Crustacean",5.215,119.955,"12","East","TWI","Languyan, Tawi-Tawi","NA","NA"
"ece3.7625","Crustacean",18.48,122.15,"15","Outgroup","CGY","Sta. Ana, Cagayan","NA","NA"
"ece3.7625","Crustacean",6.105,125.167,"15","Outgroup","GSC","General Santos City","NA","NA"
"ece3.2844","Echinoderm",39.793289,19.935636,"31","Ionian Sea","OTH","NA","NA","NA"
"ece3.2844","Echinoderm",40.3928,19.324967,"30","Ionian Sea","KAP","NA","NA","NA"
"ece3.2844","Echinoderm",42.387533,18.569633,"26","Adriatic Sea","BOK","NA","NA","NA"
"ece3.2844","Echinoderm",43.79225,15.281483,"26","Adriatic Sea","KOR","NA","NA","NA"
"ece3.2844","Echinoderm",42.138583,15.52395,"28","Adriatic Sea","TRE","NA","NA","NA"
"ece3.2844","Echinoderm",40.71665,17.80005,"31","Adriatic Sea","TOG","NA","NA","NA"
"ece3.2844","Echinoderm",40.109233,18.519217,"30","Adriatic–Ionian Sea","OTR","NA","NA","NA"
"ece3.2844","Echinoderm",40.19525,17.91795,"30","Ionian Sea","POC","NA","NA","NA"
"ece3.2844","Echinoderm",42.48229,3.137416,"26","Western Med. Sea","FRN","NA","NA","NA"
"ece3.2844","Echinoderm",37.05044,10.967,"16","Western Med. Sea","TUN","NA","NA","NA"
"evaa150","Echinoderm",24.3654992,54.1007999,"NA","NA","DH","Dhabiya","NA","NA"
"evaa150","Echinoderm",24.5989999,54.4214999,"NA","NA","SA","Saadiyat","NA","NA"
"evaa150","Echinoderm",24.8481654,54.69029588,"NA","NA","RG","Ras Ghanada","NA","NA"
"evaa150","Echinoderm",26.174924,56.173506,"NA","NA","MS","Musandam","NA","NA"
"evaa150","Echinoderm",25.60313453,56.3484767,"NA","NA","DB","Dibba Rock","NA","NA"
"evaa150","Echinoderm",25.562684,56.353478,"NA","NA","AF","Al Fiquet","NA","NA"
"evaa150","Echinoderm",25.4929462,56.3635226,"NA","NA","AA","Al Aqat","NA","NA"
"ece3.8064","Fish",29.661081,-85.00339,"NA","Gulf of Mexico","AP","Apalachiola Bay","NA","NA"
"ece3.8064","Fish",29.382179,-89.94267,"NA","Gulf of Mexico","BB","Baratari Bay","NA","NA"
"ece3.8064","Fish",32.7664882,-79.901339,"NA","Gulf of Mexico","CH","Charleston Bay","NA","NA"
"ece3.8064","Fish",30.26626,-88.51994,"NA","Gulf of Mexico","EMS","East Mississippi Sound","NA","NA"
"ece3.8064","Fish",29.444754,-94.82757,"NA","Gulf of Mexico","GB","Galveston Bay","NA","NA"
"ece3.8064","Fish",28.529411,-96.319301,"NA","Gulf of Mexico","MAT","Matagorda Bay","NA","NA"
"ece3.8064","Fish",30.405516,-87.994139,"NA","Gulf of Mexico","MB","Mobile Bay","NA","NA"
"ece3.8064","Fish",29.883394,-93.842804,"NA","Gulf of Mexico","SL","Sabine Lake","NA","NA"
"ece3.8064","Fish",28.364667,-96.734529,"NA","Gulf of Mexico","SA","San Antonio Bay","NA","NA"
"ece3.8064","Fish",32.98931,-79.384377,"NA","Atlantic","ST","Santee Rivers","NA","NA"
"ece3.8064","Fish",32.452939,-80.439386,"NA","Atlantic","SHS","St. Helena Sound","NA","NA"
"ece3.8064","Fish",29.051774,-80.789423,"NA","Atlantic","SJR","St. John´s River","NA","NA"
"ece3.8064","Fish",32.70926,-80.009892,"NA","Atlantic","SR","Stono-North Edisto Rivers","NA","NA"
"ece3.8064","Fish",30.186692,-89.034467,"NA","Atlantic","WMS","West Mississippi Sound","NA","NA"
"ece3.8064","Fish",33.259408,-79.231566,"NA","Atlantic","WB","Winyah Bay","NA","NA"
"j.cbd.2021.100828","Crustacean",38.959201,121.709811,"NA","NA","DL","Dalian","NA","NA"
"j.cbd.2021.100828","Crustacean",36.114805,120.216369,"NA","NA","QD","Qingdao","NA","NA"
"j.cbd.2021.100828","Crustacean",24.408929,118.166842,"NA","NA","XM","Xiamen","NA","NA"
"rspb.2021.0407","Fish",33.005133,132.5047,"8","NA","JP","Japan","NA","NA"
"rspb.2021.0407","Fish",10.87304,124.7122,"10","NA","PH","Philipines","NA","NA"
"rspb.2021.0407","Fish",-0.652217,119.739,"7","NA","In","Indonesia","NA","NA"
"ece3.7322","Ascidean",39.8708,124.302,"21","NA","DAD","Dandong","NA","NA"
"ece3.7322","Ascidean",40.8837,121.3323,"22","NA","LIH","Linghai","NA","NA"
"ece3.7322","Ascidean",38.4705,121.1538,"10","NA","LVS","Lvshun","NA","NA"
"ece3.7322","Ascidean",37.8634,120.3249,"12","NA","LAZ","Laizhou","NA","NA"
"ece3.7322","Ascidean",35.5702,119.6944,"15","NA","RIZ","Rizhao","NA","NA"
"ece3.7322","Ascidean",28.2891,121.1691,"11","NA","QJZ","Qingjiangzhen","NA","NA"
"ece3.7322","Ascidean",26.4819,119.9838,"17","NA","ND","Ningde","NA","NA"
"ece3.7322","Ascidean",24.4292,118.1725,"10","NA","XIM","Xiamen","NA","NA"
"eva.13202","Fish",31.37,117.45,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",28.31,117.27,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",31.39,117.41,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",31.38,117.47,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",31.39,117.43,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",31.42,117.43,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",31.42,117.32,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",31.43,117.3,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",31.43,117.26,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",31.44,117.28,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",31.05,117.19,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",30.54,117.2,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",31.15,117.33,"NA","NA","NA","Baja California","NA","NA"
"eva.13202","Fish",34.483333,-122.25,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",32.466667,-122.316667,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",34.666667,-122.433333,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",35.733333,-125.15,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",35.733333,-124.583333,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",35.616667,-122.65,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",35.816667,-122.4,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",36.1,122.833333,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",36.1,-122.916667,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",34.9,-122,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",34.9,-122.866667,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",35.5,-120,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",35.166667,-122.65,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",35.433333,-122.316667,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",35.1,-122.6,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",34.3,-122.216667,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",33.966667,-122.1,"NA","NA","NA","Southern California","NA","NA"
"eva.13202","Fish",40.7,-125.07,"NA","NA","NA","Northern California","NA","NA"
"eva.13202","Fish",40.89,-125.8,"NA","NA","NA","Northern California","NA","NA"
"eva.13202","Fish",40.88,-125.84,"NA","NA","NA","Northern California","NA","NA"
"eva.13202","Fish",40.94,-125.66,"NA","NA","NA","Northern California","NA","NA"
"eva.13202","Fish",40.95,-125.65,"NA","NA","NA","Northern California","NA","NA"
"eva.13202","Fish",40.95,-125.66,"NA","NA","NA","Northern California","NA","NA"
"eva.13202","Fish",44.83166667,-125.07,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.81833333,-125,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.83333333,-125,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.83333333,-124.97,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.815,-125,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.82666667,-125,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.84,-125,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.82,-125,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.81666667,-125,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.85833333,-125.03,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.85666667,-125.03,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.855,-125.04,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.85833333,-125.06,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.855,-125.06,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.85166667,-125.1,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.85333333,-125.13,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.85333333,-125.1,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",44.87833333,-125.14,"NA","NA","NA","Oregon","NA","NA"
"eva.13202","Fish",46.2666,-125.1666,"NA","NA","NA","Washington","NA","NA"
"eva.13202","Fish",46.25,-125.1166,"NA","NA","NA","Washington","NA","NA"
"eva.13202","Fish",46.2333,-125.1166,"NA","NA","NA","Washington","NA","NA"
"eva.13202","Fish",46.25,-125.1333,"NA","NA","NA","Washington","NA","NA"
"eva.13202","Fish",46.2666,-125.1333,"NA","NA","NA","Washington","NA","NA"
"eva.13202","Fish",46.25,-125.1,"NA","NA","NA","Washington","NA","NA"
"eva.13202","Fish",46.2833,-125.1666,"NA","NA","NA","Washington","NA","NA"
"eva.13202","Fish",51.5,-131.2,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.51,-132.2,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.03,-130.59,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.55,-131.32,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.5,-131.3,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.02,-131.46,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.36,-131.22,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.54,-131.3,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.5,-131.29,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51,-131.45,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.03,-130.5,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.42,-131.26,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.43,-131.25,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.56,-131.32,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",51.46,-131.32,"NA","NA","NA","British Columbia","NA","NA"
"eva.13202","Fish",19.63,-156,"NA","NA","NA","Hawaii","NA","NA"
"eva.13202","Fish",33.583333,-161.566667,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",33.483333,-161.95,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",31.983333,-160.683333,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",31.983333,-160.716667,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32,-160.733333,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32.133333,-160.733333,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32.533333,-160.45,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32.866667,-159.233333,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32.6,-161.183333,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32.6,161.183333,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32.633333,-161.15,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32.55,-160.016667,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32.6,-159.966667,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32.033333,-160.5,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",31.95,-160.283333,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",31.933333,-160.283333,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",33.066667,-162.966667,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",33.066667,-162.95,"NA","NA","NA","Northwest of Hawaii","NA","NA"
"eva.13202","Fish",32.116667,-157.35,"NA","NA","NA","Northwest of Hawaii","NA","NA"
